gp_id,go_annotations,go_term,go_definitions,Obsolete,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match
GO:0160167,3,oxoadipate dehydrogenase complex,"A multi-enzyme complex that catalyzes the oxidative decarboxylation of 2-oxoadipate to glutaryl-CoA, thereby acting in the final step of lysine and tryptophan catabolism in mitochondria. The complex comprises multiple copies of three enzymes referred to as E1, E2 and E3: 2-oxoadipate dehydrogenase (E1), dihydrolipoamide S-succinyltransferase (E2) and dihydrolipoamide dehydrogenase (E3).|The catalytic activities of the individual components of this complex are represented by the molecular function terms '2-oxoadipate dehydrogenase activity ; GO:0160166' (E1), 'dihydrolipoyllysine-residue succinyltransferase activity ; GO:0004149' (E2), and 'dihydrolipoyl dehydrogenase activity ; GO:0004148' (E3).",FALSE,GO:0045240,cellular_component,0,5,oxoadipate dehydrogenase complex,GO:1990424,0
GO:1903349,2,omegasome membrane,Any membrane that is part of an omegasome.,FALSE,GO:1990462|GO:0098588,cellular_component,1,5,omegasome membrane,GO:0034046,0
GO:0012510,2,trans-Golgi network transport vesicle membrane,The lipid bilayer surrounding a vesicle transporting substances between the trans-Golgi network and other parts of the cell.,FALSE,GO:0030665|GO:0030660|GO:0030140|GO:0030658,cellular_component,2,5,trans-Golgi network transport vesicle membrane,GO:0032588,0
GO:0120043,2,stereocilium shaft,"The shaft comprises the majority of the length of the stereocilium. This region is notable for the extreme stability of actin filaments, which are highly crosslinked into a parallel bundle.",FALSE,GO:0110165|GO:0032420,cellular_component,0,5,stereocilium shaft,GO:0060091,0
GO:0034359,2,mature chylomicron,"A chylomicron that contains apolipoprotein C2 (APOC2), a cofactor for lipoprotein lipase (LPL) activity, and has a mean diameter of 500 nm and density of 0.95g/ml. Mature chylomicron particles transport exogenous (dietary) lipids from the intestines to other body tissues, via the blood and lymph.",FALSE,GO:0042627,cellular_component,0,5,no appropriate match,GO:0000000,0
GO:0031906,2,late endosome lumen,The volume enclosed by the membrane of a late endosome.,FALSE,GO:0005770|GO:0031904,cellular_component,3,5,late endosome lumen,GO:0031909,0
GO:0044308,2,axonal spine,"A spine that originates from the axon, usually from the initial segment.",FALSE,GO:0030424|GO:0044309,cellular_component,1,5,no appropriate match,GO:0000000,0
GO:0031475,1,myosin V complex,A myosin complex containing a dimer of class V myosin heavy chains and associated light chains; involved in intracellular transport. Myosin V is a dimeric molecule consisting of conserved motor domains followed by 6 IQ motifs which bind specific light chains and calmodulin. The tail domain is important for cellular localization and cargo binding and can be divided into an alpha-helical coiled coil region and a C-terminal globular region.,FALSE,GO:0016461,cellular_component,0,5,myosin V complex,GO:0034314,0
GO:0016938,1,kinesin I complex,A complex of two kinesin heavy chains and two kinesin light chains.,FALSE,GO:0005871,cellular_component,0,5,kinesin I complex,GO:0005871,0
GO:0071020,1,post-spliceosomal complex,"A spliceosomal complex that is formed following the second splicing event and contains the spliced product, the excised intron, and three snRNPs, including U5.",FALSE,GO:0005681,cellular_component,0,5,post-spliceosomal complex,GO:0071013,0
GO:0101003,61,ficolin-1-rich granule membrane,The lipid bilayer surrounding a ficolin-1-rich granule.,FALSE,GO:0101002|GO:0070820|GO:0030667,cellular_component,15,4,ficolin-1-rich granule membrane,GO:0101002,0
GO:0080008,61,Cul4-RING E3 ubiquitin ligase complex,A ubiquitin ligase complex in which a cullin from the Cul4 family and a RING domain protein form the catalytic core; substrate specificity is conferred by an adaptor protein.,FALSE,GO:0031461,cellular_component,6,4,Cul4-RING E3 ubiquitin ligase complex,GO:0031463,0
GO:0043596,36,nuclear replication fork,"The Y-shaped region of a nuclear replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes.",FALSE,GO:0005657|GO:0000228,cellular_component,10,4,nuclear replication fork,GO:0043596,1
GO:0000333,25,telomerase catalytic core complex,The minimal catalytic core of telomerase is a ribonucleoprotein complex composed of a catalytic reverse transcriptase subunit and an RNA subunit that provides the template for telomeric DNA addition.,FALSE,GO:0061695|GO:0005697,cellular_component,1,4,telomerase catalytic core complex,GO:0070180,0
GO:0005690,23,U4atac snRNP,"A ribonucleoprotein complex that contains small nuclear RNA U4atac, a heptameric ring of Sm proteins, as well as several proteins that are unique to the U4atac snRNP, most of which remain associated with the U4atac snRNA both while the U4atac snRNP is free or assembled into the U4atac/U6atac complex or into a series of spliceosomal complexes.",FALSE,GO:0097525,cellular_component,0,4,U4atac snRNP,GO:0071004,0
GO:0033588,19,elongator holoenzyme complex,"A heterohexameric protein complex composed two discrete heterotrimeric subcomplexes that is involved in modification of wobble nucleosides in tRNA.|Despite its name, this complex is not directly involved in transcriptional elongation (PMID:23165209).",FALSE,GO:0140535|GO:1902494,cellular_component,3,4,elongator holoenzyme complex,GO:0031385,0
GO:0044232,16,organelle membrane contact site,"A zone of apposition between the membranes of an organelle with another membrane, either another membrane of the same organelle, a membrane of another organelle, or the plasma membrane. Membrane contact sites (MCSs) are structured by bridging complexes. They are specialized for communication, including the efficient traffic of small molecules such as Ca2+ ions and lipids, as well as enzyme-substrate interactions.",FALSE,GO:0043226|GO:0110165,cellular_component,0,4,organelle membrane contact site,GO:0044237,0
GO:1990712,15,HFE-transferrin receptor complex,"A protein complex containing at least HFE and a transferrin receptor (either TFR1/TFRC or TFR2), proposed to play a role in the sensing of transferrin-bound Fe (Fe2-Tf) on the plasma membrane to regulate hepcidin transcription.",FALSE,GO:0098802,cellular_component,7,4,HFE-transferrin receptor complex,GO:0035669,0
GO:0097136,14,Bcl-2 family protein complex,"A protein complex that consists of members of the Bcl-2 family of anti- and proapoptotic regulators. Bcl-2 proteins respond to cues from various forms of intracellular stress, such as DNA damage or cytokine deprivation, and interact with opposing family members to determine whether or not the caspase proteolytic cascade should be unleashed.",FALSE,GO:0032991,cellular_component,6,4,Bcl-2 family protein complex,GO:0097136,1
GO:0042272,13,nuclear RNA export factor complex,"A protein complex that contains two proteins (know in several organisms, including Drosophila, as NXF1 and NXF2) and is required for the export of the majority of mRNAs from the nucleus to the cytoplasm; localized in the nucleoplasm and at both the nucleoplasmic and cytoplasmic faces of the nuclear pore complex; shuttles between the nucleus and the cytoplasm.",FALSE,GO:0140513,cellular_component,2,4,nuclear RNA export factor complex,GO:0071427,0
GO:0018444,8,translation release factor complex,A heterodimeric complex involved in the release of a nascent polypeptide chain from a ribosome.,FALSE,GO:0032991|GO:0005737,cellular_component,0,4,translation release factor complex,GO:0002186,0
GO:1990508,8,CKM complex,"Cyclin-dependent kinase complex which reversibly associates with the Mediator complex. In Saccharomyces cerevisiae it consists of SSN2, SSN3, SSN8 and SRB8.|An example of this is SSN2 in Saccharomyces cerevisiae (P38931) in PMID:12200444 (inferred from physical interaction).",FALSE,GO:0019908,cellular_component,0,4,no appropriate match,GO:0000000,0
GO:0097208,6,alveolar lamellar body,"A specialized secretory organelle found in type II pneumocytes and involved in the synthesis, secretion, and reutilization of pulmonary surfactant.",FALSE,GO:0042599,cellular_component,2,4,alveolar lamellar body,GO:0042599,0
GO:0036021,6,endolysosome lumen,The volume enclosed by the membrane of an endolysosome. An endolysosome is a transient hybrid organelle formed by fusion of a late endosome with a lysosome.,FALSE,GO:0043202|GO:0036019|GO:0031904,cellular_component,0,4,endolysosome lumen,GO:0031905,0
GO:0009328,6,phenylalanine-tRNA ligase complex,"An enzyme complex that catalyzes the ligation of phenylalanine to tRNA(Phe), forming L-phenylalanyl-tRNA(Phe).",FALSE,GO:0005737|GO:1902494,cellular_component,4,4,phenylalanine-tRNA ligase complex,GO:0005833,0
GO:0017071,6,intracellular cyclic nucleotide activated cation channel complex,A protein complex that forms a transmembrane channel through which cations ions may pass in response to an intracellular cyclic nucleotide binding to the channel complex or one of its constituent parts.,FALSE,GO:0034703,cellular_component,1,4,intracellular cyclic nucleotide activated cation channel complex,GO:0099054,0
GO:0099160,4,postsynaptic intermediate filament cytoskeleton,The intermediate filament cytoskeleton that is part of a postsynapse.,FALSE,GO:0099571|GO:0045111,cellular_component,2,4,no appropriate match,GO:0000000,0
GO:0005863,4,striated muscle myosin thick filament,"Bipolar filaments formed of polymers of a muscle-specific myosin II isoform, found in the middle of sarcomeres in myofibrils.",FALSE,GO:0036379|GO:0032982|GO:0030017,cellular_component,6,4,striated muscle myosin thick filament,GO:0031672,0
GO:0005610,3,laminin-5 complex,"A laminin complex composed of alpha3, beta3 and gamma2 polypeptide chains.",FALSE,GO:0043256,cellular_component,5,4,laminin-5 complex,GO:0005604,0
GO:1990682,3,CSF1-CSF1R complex,"A protein complex consisting of a macrophage colony-stimulating factor (CSF1, also called M-CSF) dimer bound to a dimerized receptor (CSF1R, also called FMS). Receptor dimerization requires the presence of the ligand.",FALSE,GO:0032991,cellular_component,0,4,CSF1-CSF1R complex,GO:0097345,0
GO:0061779,2,Tapasin-ERp57 complex,"Subunit of the MHC class I peptide loading complex (GO:0042824) (=PLC) involved in the assembly of the heavy-chain-beta2-microglobulin dimers of the MHC class I molecules that fold with eight to ten residue peptides in the endoplasmic reticulum. Required for the inhibition of the reduction of the disulfide bonds of the heavy chains and the assembly and stabilization of the PLC, suggesting it may play a structural rather than a catalytic role.",FALSE,GO:0140534|GO:0098796|GO:0042824,cellular_component,0,4,no appropriate match,GO:0000000,0
GO:0140535,2,intracellular protein-containing complex,A protein-containing complex located intracellularly.,FALSE,GO:0032991,cellular_component,5,4,intracellular protein-containing complex,GO:0140513,0
GO:0030690,1,Noc1p-Noc2p complex,"A heterodimer associated with 90S and 66S preribosomes. Predominantly, but not exclusively, nucleolar; involved in ribosomal large subunit biogenesis.|Noc complexes exhibit a dynamic intranuclear location; consider also annotating to 'nucleolus ; GO:0005730' and/or 'nucleoplasm ; GO:0005654'. Note that the term name uses Saccharomyces gene product names because no other names have yet arisen for this complex; the term nevertheless can be used for analogous complexes in other eukaryotes, and the name can be changed if better wording is found.",FALSE,GO:0030689|GO:0030687|GO:0030686,cellular_component,0,4,no appropriate match,GO:0000000,0
GO:0031511,1,Mis6-Sim4 complex,"A protein complex that forms part of the inner kinetochore, which is involved in the loading of the centromeric histone h3 variant CENP-A onto centromeres and in centromere specific heterochromatin formation. The complex contains about 12 proteins, of which two are known as Mis6 and Sim4 in S. pombe and CENP-I and CENP-H in human.",FALSE,GO:0000939|GO:0032991,cellular_component,0,4,no appropriate match,GO:0000000,0
GO:0030660,39,Golgi-associated vesicle membrane,The lipid bilayer surrounding a vesicle associated with the Golgi apparatus.,FALSE,GO:0098588|GO:0030659|GO:0005798,cellular_component,15,3,Golgi-associated vesicle membrane,GO:0030662,0
GO:0005922,31,connexin complex,"An assembly of six molecules of connexin, made in the Golgi apparatus and subsequently transported to the plasma membrane, where docking of two connexons on apposed plasma membranes across the extracellular space forms a gap junction.",FALSE,GO:0098797|GO:0005921,cellular_component,11,3,connexin complex,GO:0005922,1
GO:0120293,22,dynein axonemal particle,"An aggregation of axonemal dyneins, their specific assembly factors, and broadly-acting chaperones that is located in the cytoplasm.",FALSE,GO:0005737|GO:0043232,cellular_component,1,3,dynein axonemal particle,GO:0120141,0
