hpo_id,hpo_term,hpo_parent,hpo_term_pmc,hpo_annotations,hpo_id_pmc,normalized_term,normalized_id,hpo_match
HP:0001832,Abnormal metatarsal morphology,HP:0040069|HP:0001760,1896,5,0,Abnormality of the metatarsal bones,HP:0010109,0
HP:0031224,Diffuse pancreatic islet hyperplasia,HP:0004510,1895,4,7,Diffuse islet cell hyperplasia,HP:0005180,0
HP:0031626,Coronary ostial atresia,HP:0011636,1895,0,1,no appropriate match,HP:0000000,0
HP:0007414,Neonatal wrinkled skin of hands and feet,HP:0100678,1894,2,1,Wrinkled skin of the hands and feet,HP:0007508,0
HP:0004059,Radial club hand,HP:0009486|HP:0006433,1894,11,0,Radial deviation of the hand,HP:0009486,0
HP:0031631,Subpleural honeycombing,HP:0031630,1894,4,0,Honeycombing,HP:0030879,0
HP:0500095,Food-induced anaphylaxis,HP:0100845,1893,1,0,Food-induced anaphylaxis,HP:0012829,0
HP:0410291,Negativism,HP:0000745,1891,1,0,Negativism,HP:0000721,0
HP:0410190,Decreased glucose-6-phosphate dehydrogenase level in leukocytes,HP:0410183,1891,0,0,no appropriate match,HP:0000000,0
HP:6000987,Tortuous appearance of the stomach,HP:0002577,1891,0,0,no appropriate match,HP:0000000,0
HP:0000532,Abnormal chorioretinal morphology,HP:0000610|HP:0000479,1889,9,5,Abnormal chorioretinal morphology,HP:0000532,1
HP:0030185,Isometric tremor,HP:0002345,1889,2,0,Isometric tremor,HP:0032260,0
HP:0410282,Abnormal circulating amylase concentration,HP:0010876,1889,0,0,Abnormal circulating amylase level,HP:0011034,0
HP:0011956,Intestinal lymphoid nodular hyperplasia,HP:0002242,1888,1,0,Intestinal lymphoid nodular hyperplasia,HP:0002588,0
HP:6000666,Right ventricular regional dyskinesia,HP:0033118,1888,0,0,Right ventricular dyskinesia,HP:0011723,0
HP:0040117,Atresia of the Eustachian tube,HP:0040115,1887,0,0,Eustachian tube atresia,HP:0000413,0
HP:0500039,Conjunctival cicatrization,HP:0030947,1887,0,0,Conjunctival scarring,HP:0001090,0
HP:0200159,Agenesis of primary mandibular lateral incisor,HP:0200154,1886,0,0,Agenesis of permanent mandibular lateral incisor,HP:0006336,0
HP:0001771,Achilles tendon contracture,HP:0008366|HP:0005109,1885,57,2,Achilles tendon contracture,HP:0001771,1
HP:0012083,Ubiquitin-positive cerebral inclusion bodies,HP:0100314,1885,1,0,Ubiquitin-positive intraneuronal inclusions,HP:0002185,0
HP:0011050,Agenesis of permanent maxillary lateral incisor,HP:0000690,1883,0,0,Agenesis of permanent maxillary lateral incisor,HP:0006414,0
HP:0010745,Aplasia of the phalanges of the toes,HP:0009817|HP:0010173,1883,0,0,Aplasia of the toes,HP:0010185,0
HP:0041173,Fractured metacarpophalangeal joint,HP:0011911|HP:0005922|HP:0009810,1883,0,0,Fracture of the metacarpal,HP:0005803,0
HP:0000534,Abnormal eyebrow morphology,HP:0030669|HP:0001595,1882,32,3,Abnormal eyebrow morphology,HP:0010726,0
HP:0001115,Posterior polar cataract,HP:0010696,1882,8,1,Posterior polar cataract,HP:0010696,0
HP:0020224,Mammary duct ectasia,HP:0031093,1882,0,1,Mammary duct ectasia,HP:0031800,0
HP:0007024,Pseudobulbar paralysis,HP:0003470|HP:0002200|HP:0002015|HP:0001618|HP:0001260,1881,25,0,Pseudobulbar palsy,HP:0002165,0
HP:0001806,Onycholysis,HP:0025756,1881,23,0,Onycholysis,HP:0001806,1
HP:0011965,Abnormal circulating citrulline concentration,HP:0033109,1881,1,0,Abnormal circulating citrulline level,HP:0010915,0
HP:6000535,Elevated urinary porphyrin level,HP:6000531,1879,0,0,Increased urinary porphyrin level,HP:0003355,0
HP:0045056,Abnormal circulating alpha-fetoprotein concentration,HP:0010876,1878,1,0,Abnormal circulating alpha-fetoprotein level,HP:0012115,0
HP:0011144,Age-related posterior subcapsular cataract,HP:0011141,1878,0,0,Posterior subcapsular cataract,HP:0010696,0
HP:0001245,Small thenar eminence,HP:0001227,1877,19,1,Small thenar eminence,HP:0001169,0
HP:0034285,Enteroviral encephalitis,HP:0033993,1877,1,0,Enteroviral encephalitis,HP:0031823,0
HP:0020153,"Positive blood 1,3 beta glucan test",HP:0410172,1876,2,0,no appropriate match,HP:0000000,0
HP:0025332,Abnormality of foot cortical bone,HP:0003103,1876,0,0,Abnormality of the foot,HP:0001760,0
HP:0010568,Hamartoma of the eye,HP:0030670|HP:0100012,1875,0,0,Hamartoma of the eye,HP:0010568,1
HP:0100259,Postaxial polydactyly,HP:0010442,1874,85,4,Postaxial polydactyly,HP:0001162,0
HP:0001134,Anterior polar cataract,HP:0010696,1873,13,1,Anterior polar cataract,HP:0010690,0
HP:0500231,Abnormal CSF pyruvate family amino acid concentration,HP:0500184,1872,5,0,Abnormal CSF pyruvate family amino acid concentration,HP:0000000,0
HP:0033003,Tracheal papilloma,HP:0100551,1871,0,1,Tracheal papilloma,HP:0031835,0
HP:0005336,Forehead hyperpigmentation,HP:0007400|HP:0000290,1871,1,0,Facial hyperpigmentation,HP:0007501,0
HP:0009730,Rhabdomyoma,HP:0009728,1871,1,0,Rhabdomyoma,HP:0030730,0
HP:0032596,Renal tubular epithelial cell cytoplasmic vacuolization,HP:0032599,1871,0,0,Renal tubular epithelial cell cytoplasmic vacuolization,HP:0001969,0
HP:0007503,Generalized ichthyosis,HP:0008064,1869,8,1,Ichthyosis,HP:0008064,0
HP:0030099,Reduced muscle fiber alpha dystroglycan,HP:0030112,1868,7,0,no appropriate match,HP:0000000,0
HP:0001220,Interphalangeal joint contracture of finger,HP:0012785,1867,12,2,Finger joint contracture,HP:0006101,0
HP:0001592,Selective tooth agenesis,HP:0009804,1867,18,0,Selective tooth agenesis,HP:0009803,0
HP:0100872,Abnormality of the plantar skin of foot,HP:0011356|HP:0001760,1867,8,0,Abnormality of the skin of the foot,HP:0100835,0
HP:0031875,Abnormal circulating hepcidin concentration,HP:0010876,1864,0,0,Abnormal circulating hepcidin concentration,HP:0031803,0
HP:0010659,Patchy variation in bone mineral density,HP:0004349|HP:0010658,1863,1,1,Patchy bone mineral density,HP:0005728,0
HP:0034765,Renal neurofibroma,HP:0034761,1862,0,3,no appropriate match,HP:0000000,0
HP:0006019,Reduced proximal interphalangeal joint space,HP:0006261,1862,1,0,Joint space narrowing,HP:0003027,0
HP:0034991,Shoulder external rotation contracture,HP:0034665,1862,0,0,Contracture of the shoulder joint,HP:0006467,0
HP:0040211,Abnormal skin morphology of the palm,HP:0011356|HP:0100871,1861,3,0,Abnormality of the palm,HP:0004279,0
HP:0025602,Inferior rectus muscle restriction,HP:0025601,1861,0,0,Restricted eye movement,HP:0000497,0
HP:0025720,Limited horizontal extraocular movement,HP:0007941,1860,0,0,Limited horizontal eye movement,HP:0000546,0
HP:0009704,Chronic CSF lymphocytosis,HP:0200149,1859,3,1,Chronic lymphocytic meningitis,HP:0002925,0
HP:5200066,Vestibular sensory seeking,HP:4000079,1859,0,0,no appropriate match,HP:0000000,0
HP:0011281,Abnormality of urine catecholamine level,HP:0033354,1858,1,0,Abnormal urine catecholamine level,HP:0031800,0
HP:0011046,Agenesis of primary maxillary central incisor,HP:0006293,1858,0,0,Agenesis of maxillary central incisor,HP:0006289,0
HP:0012478,Temporomandibular joint ankylosis,HP:0010754,1857,11,0,Temporomandibular joint ankylosis,HP:0000179,0
HP:0032640,Elevated circulating CCL18 level,HP:0010876,1856,2,3,no appropriate match,HP:0000000,0
HP:0000866,Euthyroid multinodular goiter,HP:0009798,1856,3,0,Multinodular goiter,HP:0001387,0
HP:0034055,Anti-side-chain cleavage enzyme antibody positivity,HP:0030057,1856,2,0,no appropriate match,HP:0000000,0
HP:0012800,Accessory cranial suture,HP:0011329,1856,0,0,Accessory sutures,HP:0004287,0
HP:0011331,Hemifacial atrophy,HP:0000324,1854,3,0,Progressive hemifacial atrophy,HP:0011331,1
HP:0011464,Aganglionosis of the small intestine,HP:0004362,1854,0,0,Intestinal aganglionosis,HP:0002251,0
HP:0011132,Chronic furunculosis,HP:0005406,1853,5,0,Recurrent skin abscesses,HP:0005406,0
HP:0011348,Abnormal sixth cranial nerve morphology,HP:0001291,1853,0,0,Abnormality of the abducens nerve,HP:0007329,0
HP:0031558,Reduced fibroblast CD59 level,HP:0031552,1852,0,0,Decreased CD59 expression,HP:0032448,0
HP:0034997,Reduced intraepidermal small nerve fiber density,HP:0000759,1850,0,0,Reduced intraepidermal nerve fiber density,HP:0030087,0
HP:0009736,Tibial pseudarthrosis,HP:0005864|HP:0002992,1849,1,3,Tibial pseudarthrosis,HP:0002999,0
HP:0009836,Broad distal phalanx of finger,HP:0009768|HP:0009832,1848,28,0,Broad distal phalanx of the finger,HP:0009836,1
HP:0031867,Neck hypertonia,HP:0001276,1847,1,0,Increased muscle tone,HP:0001276,0
HP:0011682,Perimembranous ventricular septal defect,HP:0001629,1846,31,1,Perimembranous ventricular septal defect,HP:0012720,0
HP:0100762,Hemobilia,HP:0012439,1845,1,0,Hemobilia,HP:0032439,0
HP:0034719,Lack of oocyte pronucleus formation,HP:0033338,1844,1,1,Abnormal oocyte morphology,HP:0012205,0
HP:0010316,Ebstein anomaly of the tricuspid valve,HP:0001702,1843,11,3,Ebstein anomaly,HP:0001688,0
HP:0004894,Laryngotracheal stenosis,HP:0002777|HP:0001602,1843,7,0,Laryngotracheal stenosis,HP:0002770,0
HP:0003967,Sclerotic forearm bones,HP:0040072,1843,1,0,Sclerosis of the forearm bones,HP:0005937,0
HP:0031365,Macular purpura,HP:0000979,1842,2,0,Purpura,HP:0000979,0
HP:0030593,Abnormal manual kinetic perimetry test,HP:0030591,1841,0,15,Abnormal visual field test,HP:0030503,0
HP:0000301,Abnormality of facial musculature,HP:0011805|HP:0011799,1841,2,0,Abnormality of facial musculature,HP:0011800,0
HP:0002234,Early balding,HP:0011360,1837,6,1,Premature graying of hair,HP:0002216,0
HP:0004439,Craniofacial dysostosis,HP:0000929|HP:0000271,1837,5,1,Craniosynostosis,HP:0001363,0
HP:0010809,Broad uvula,HP:0000172,1837,4,0,Broad uvula,HP:0010293,0
HP:0001135,Chorioretinal dystrophy,HP:0000556|HP:0000532,1836,8,0,Chorioretinal dystrophy,HP:0000533,0
HP:0012756,CSF polymorphonuclear pleocytosis,HP:0012229,1836,1,0,CSF pleocytosis,HP:0002925,0
HP:0007346,Subcortical white matter calcifications,HP:0002514|HP:0002500,1835,7,5,Intracranial calcification,HP:0002514,0
HP:0025394,Cystic pattern on pulmonary HRCT,HP:0025389,1833,3,0,Cystic lung disease,HP:0005910,0
HP:0003571,Propionic acidemia,HP:0032368,1833,0,0,Propionic acidemia,HP:0001995,0
HP:0009888,Abnormality of secondary sexual hair,HP:0001595,1832,6,14,Abnormality of secondary sexual hair,HP:0002238,0
HP:0030889,Congenital shortened small intestine,HP:0002244,1831,3,2,Short small intestine,HP:0005212,0
HP:0011738,Corticotropin-releasing hormone receptor defect,HP:0011734,1831,0,0,no appropriate match,HP:0000000,0
HP:0031256,Optic nerve arteriovenous malformation,HP:0000587,1828,0,0,no appropriate match,HP:0000000,0
HP:0000703,Dentinogenesis imperfecta,HP:3000050|HP:0010299,1827,29,1,Dentinogenesis imperfecta,HP:0000704,0
HP:0410270,Esophageal hemangioma,HP:0001028,1827,0,0,no appropriate match,HP:0000000,0
HP:0034469,Decreased stool elastase level,HP:0031685,1826,0,0,Exocrine pancreatic insufficiency,HP:0001738,0
HP:0030432,Chondroblastoma,HP:0010622,1825,0,0,no appropriate match,HP:0000000,0
HP:0008043,Retinal arteriolar constriction,HP:0000630,1824,7,1,Retinal arteriolar narrowing,HP:0007773,0
HP:0430072,Abnormal circulating beta-carotene concentration,HP:0430071,1824,0,0,Abnormal circulating beta-carotene level,HP:0012430,0
HP:0006350,Pulp obliteration,HP:0006479,1821,2,10,Pulp chamber obliteration,HP:0006289,0
HP:0500092,Orbital rhabdomyosarcoma,HP:0002859,1821,0,0,Rhabdomyosarcoma,HP:0002859,0
HP:0100621,Dysgerminoma,HP:0100620|HP:0100615,1820,6,0,Dysgerminoma,HP:0100721,0
HP:0033601,Glomerular subepithelial immune-complex deposits,HP:0033603,1820,2,0,Subepithelial glomerular immune deposits,HP:0032180,0
HP:0041210,Fractured lateral malleolus of fibula,HP:0025736|HP:0010595|HP:0040069,1820,0,0,Fibular fracture,HP:0002987,0
HP:0031194,Increased density of left ventricular trabeculae,HP:0031192,1820,0,0,Left ventricular noncompaction,HP:0007364,0
HP:0012256,Absent outer dynein arms,HP:0200106,1818,9,0,Absent outer dynein arms,HP:0012255,0
HP:0003898,Large humeral epiphyses,HP:0010580|HP:0003891,1818,0,0,Abnormality of the humeral epiphysis,HP:0010582,0
HP:0032894,Seizure precipitated by febrile infection,HP:0032892,1817,2,0,Febrile seizures,HP:0002373,0
HP:5200293,Disturbance during transitions between sleep and wake states,HP:0025234,1817,0,0,Disturbance of sleep-wake transition,HP:0011092,0
HP:5201000,Incomplete unilateral cleft lip,HP:0011340|HP:0100333,1817,0,0,Unilateral cleft lip,HP:0000190,0
HP:0006226,Osteoarthritis of the first carpometacarpal joint,HP:0004268,1816,1,1,Osteoarthritis of the first carpometacarpal joint,HP:0005763,0
HP:0011624,Apical muscular ventricular septal defect,HP:0011623,1816,1,0,Muscular ventricular septal defect,HP:0011617,0
HP:0008054,Abnormal morphology of the conjunctival vasculature,HP:0008047|HP:0000502,1816,0,0,Abnormal conjunctival vasculature,HP:0030963,0
HP:6000077,Pancreatic islet beta cell iron deposition,HP:0012090,1814,0,0,no appropriate match,HP:0000000,0
HP:0000227,Tongue telangiectasia,HP:0030809|HP:0000228,1813,4,0,Telangiectasia of the tongue,HP:0000225,0
HP:0000264,Abnormal mastoid morphology,HP:0000929,1813,2,0,Abnormality of the mastoid,HP:0005555,0
HP:3000075,Abnormal lingual nerve morphology,HP:0045010,1813,0,0,Abnormality of the lingual nerve,HP:0001053,0
HP:0001538,Protuberant abdomen,HP:0003270,1812,50,3,Abdominal distention,HP:0003272,0
HP:0008391,Dystrophic fingernails,HP:0008404|HP:0001231,1812,31,0,Dystrophic nails,HP:0001803,0
HP:0011716,Junctional ectopic tachycardia,HP:0011687,1812,4,0,Junctional ectopic tachycardia,HP:0011704,0
HP:0006332,Supernumerary maxillary incisor,HP:0011069|HP:0011064,1812,2,0,Supernumerary maxillary incisor,HP:0011069,0
HP:0032746,Focal impaired awareness emotional seizure,HP:0032716|HP:0025613,1811,0,0,Focal emotional seizure,HP:0020215,0
HP:0034676,Extension contracture of toe,HP:0034675,1810,0,1,Toe extension contracture,HP:0008090,0
HP:0034030,Lip cyanosis,HP:0034031,1810,0,0,Cyanosis,HP:0000961,0
HP:0025733,Streak gonad,HP:0000133,1810,0,0,Streak gonads,HP:0000133,0
HP:0000553,Abnormal uvea morphology,HP:0012372,1809,4,0,Abnormal uvea morphology,HP:0000553,1
HP:0001412,Enteroviral hepatitis,HP:0006562,1808,2,2,no appropriate match,HP:0000000,0
HP:0012428,Prominent calcaneus,HP:0008364,1808,11,1,Prominent calcaneus,HP:0001839,0
HP:0003906,Broad humeral epiphyseal plate,HP:0003905|HP:0003846,1808,0,1,Broad humeral epiphysis,HP:0010580,0
HP:0010445,Primum atrial septal defect,HP:0001631|HP:0006695,1808,6,0,Atrial septal defect,HP:0001631,0
HP:6000750,Decreased tissue S-adenosylhomocysteine hydrolase activity,HP:6000231,1808,1,0,no appropriate match,HP:0000000,0
HP:0030799,Scaphocephaly,HP:0000268,1807,42,1,Scaphocephaly,HP:0000240,0
HP:6000965,Positive tissue coccidioidomycosis culture,HP:0430030,1806,0,0,no appropriate match,HP:0000000,0
HP:0001804,Hypoplastic fingernail,HP:0001792|HP:0001231,1805,39,0,Hypoplastic fingernail,HP:0001804,1
HP:0003365,Arthralgia of the hip,HP:0003272,1805,14,0,Hip pain,HP:0003348,0
HP:0031392,Abnormal proportion of CD4-positive T cells,HP:0025540,1802,4,1,Abnormality of CD4-positive T cells,HP:0011848,0
HP:0001470,Sex-limited expression,HP:0034335,1802,6,0,no appropriate match,HP:0000000,0
HP:0031443,Abnormal tricuspid valve leaflet morphology,HP:0001702,1802,2,0,Abnormality of the tricuspid valve leaflets,HP:0001657,0
HP:0033615,Displaced tracheal bronchus,HP:0033614,1802,0,0,Tracheal bronchus,HP:0030850,0
HP:0034954,Thymic carcinoid tumor,HP:0100521,1801,0,0,no appropriate match,HP:0000000,0
HP:0200048,Cyanotic episode,HP:0000961,1800,3,0,Cyanosis,HP:0000961,0
HP:0041069,Chronic (near) absent circulating IgG1,HP:0041068,1800,0,0,IgG1 deficiency,HP:0006722,0
HP:0006152,Proximal symphalangism of hands,HP:0100264|HP:0009773|HP:0009700,1797,5,1,Proximal symphalangism,HP:0009767,0
HP:0004281,Irregular sclerosis of hand bones,HP:0004054,1796,0,0,Irregular sclerosis of hand bones,HP:0002756,0
HP:0034817,Moderate oligozoospermia,HP:0000798,1795,0,1,Oligozoospermia,HP:0000100,0
HP:0033300,Increased circulating complement factor H related protein 1 concentration,HP:0033298,1795,0,0,no appropriate match,HP:0000000,0
HP:0008740,Longitudinal vaginal septum,HP:0001153,1793,2,1,Longitudinal vaginal septum,HP:0000143,0
HP:0010509,Aplasia of the tarsal bones,HP:0008363,1793,1,0,Aplasia of the tarsal bones,HP:0008368,0
HP:0034609,Polychromasia,HP:0004312,1793,0,0,Polychromasia,HP:0011899,0
HP:0031099,Abnormal circulating inhibin level,HP:0003117,1792,0,2,Abnormal circulating inhibin level,HP:0011998,0
HP:0041226,Fractured distal tarsal bone,HP:0041247,1791,0,0,Tarsal bone fracture,HP:0008365,0
HP:0005297,Premature occlusive vascular stenosis,HP:0004950,1790,1,1,Premature atherosclerosis,HP:0002621,0
HP:0034816,Mild oligozoospermia,HP:0000798,1790,0,1,Oligozoospermia,HP:0000100,0
HP:0009844,Broad middle phalanx of finger,HP:0009768|HP:0009833,1790,4,0,Broad middle phalanx of the finger,HP:0009986,0
HP:0005788,Abnormal cervical myelogram,HP:0002318,1789,1,12,Abnormality of the cervical spine,HP:0003319,0
HP:0002247,Duodenal atresia,HP:0011100|HP:0002246,1789,44,0,Duodenal atresia,HP:0002248,0
HP:0500194,Decreased CSF isoleucine concentration,HP:0500192,1789,1,0,Decreased CSF isoleucine concentration,HP:0003535,0
HP:0033167,Neutrophilic urticarial dermatosis,HP:0001025,1789,0,0,no appropriate match,HP:0000000,0
HP:0100643,Abnormality of nail color,HP:0001597,1786,3,0,Abnormality of nail color,HP:0100806,0
HP:0012884,Fallopian tube torsion,HP:0011027,1785,0,0,no appropriate match,HP:0000000,0
HP:0000196,Lower lip pit,HP:0100269|HP:0000178,1784,6,2,Lower lip pit,HP:0000199,0
HP:0030275,Ectopic scrotum,HP:0000045,1784,1,0,Ectopic scrotum,HP:0000049,0
HP:0010470,Supernumerary testes,HP:0000035,1784,0,0,Polyorchidism,HP:0030680,0
HP:0400000,Tall chin,HP:0000306,1783,7,0,Prominent chin,HP:0000303,0
HP:0011635,Partial diaphragmatic absence of pericardium,HP:0011628,1783,1,0,Partial absence of the pericardium,HP:0001719,0
HP:6000584,Anti Parvovirus antibody positivity,HP:0430059,1783,0,0,no appropriate match,HP:0000000,0
HP:0006473,Anterior bowing of long bones,HP:0006487,1782,1,2,Anterior bowing of the long bones,HP:0006487,0
HP:0031748,Abnormal vertical rectus muscle physiology,HP:0031755,1782,0,0,Abnormality of the extraocular muscles,HP:0000496,0
HP:0012312,Monocytopenia,HP:0012310,1780,8,0,Monocytopenia,HP:0012130,0
HP:0025570,Choroidal vascular hyperpermeability,HP:0025568,1780,0,0,no appropriate match,HP:0000000,0
HP:0020264,Lack of germinal center mitotic figures,HP:0020255,1779,0,0,no appropriate match,HP:0000000,0
HP:0004979,Metaphyseal sclerosis,HP:0000944,1778,11,1,Metaphyseal sclerosis,HP:0005934,0
HP:0011761,Pituitary null cell adenoma,HP:0002893,1778,5,0,Pituitary adenoma,HP:0002891,0
HP:0012386,Absent hallux,HP:0008362,1778,3,0,Aplasia of the hallux,HP:0010055,0
HP:0011309,Tapered toe,HP:0001780,1777,4,0,Tapered distal phalanges,HP:0009833,0
HP:0001810,Dystrophic toenail,HP:0008404|HP:0008388,1776,33,1,Dystrophic nails,HP:0001805,0
HP:0041227,Fractured distal tarsal bone 2,HP:0041226,1776,0,0,Fracture of the tarsal bones,HP:0008365,0
HP:0041196,Fractured distal epiphysis of radius,HP:0010597|HP:0040072|HP:0041147|HP:0003841,1775,0,0,no appropriate match,HP:0000000,0
HP:0007588,Reticular hyperpigmentation,HP:0007400,1774,11,0,Reticular hyperpigmentation,HP:0007440,0
HP:6000884,Enlarged humeral head,HP:0003887,1774,1,0,no appropriate match,HP:0000000,0
HP:0034600,Elevated circulating thrombopoietin concentration,HP:0003117,1774,0,0,Increased circulating thrombopoietin level,HP:0032105,0
